,etiqueta,contenido
5170,1, I‘ve got some salt you can rub it in my open wounds if you like
5171,1, Now im going for lunch
5172,1, Im in school now n ill be in da lab doing some stuff give me a call when ü r done
5173,1, Oh k  I will come tomorrow
5174,1, Aight text me tonight and well see whats up
5175,1, U 
5176,1, Water logging in desert Geoenvironmental implications
5177,1, Rajipls do me a favour Pls convey my Birthday wishes to Nimya Pls Today is her birthday
5178,1, Company is very goodenvironment is terrific and food is really nice
5179,1, Very strange and are watching the nd one now but im in bed Sweet dreams miss u 
5180,0, SMS AUCTION  A BRAND NEW Nokia is up auction today Auction is FREE join  take part Txt NOKIA to now
5181,1, Hi hope u r both ok he said he would text and he hasnt have u seen him let me down gently please 
5182,1, Babe I fucking love you too  You know Fuck it was so good to hear your voice I so need that I crave it I cant get enough I adore you Ahmad kisses
5183,1, K sure am in my relatives home Sms me de Pls
5184,1, I sent them Do you like
5185,1, Fuuuuck I need to stop sleepin sup
5186,1, Im in town now so ill jus take mrt down later
5187,1, I just cooked a rather nice salmon a la you
5188,1, I uploaded mine to Facebook
5189,1, WHAT TIME U WRKIN
5190,1, Okie
5191,0, ree entry in a weekly comp for a chance to win an ipod Txt POD to to get entry std txt rate TCs apply for details 
5192,0, Our records indicate u maybe entitled to pounds in compensation for the Accident you had To claim free reply with CLAIM to this msg stop txt STOP
5193,1, Sorry Ill call later
5194,1, Oh oh Den muz change plan liao Go back have to yan jiu again
5195,1, Its wylie you in tampa or sarasota
5196,1, Ok Take ur time n enjoy ur dinner
5197,1, Darren was saying dat if u meeting da ge den we dun meet dinner Cos later u leave xy will feel awkward Den u meet him lunch lor
5198,0, Spook up your mob with a Halloween collection of a logo  pic message plus a free eerie tone txt CARD SPOOK to zed p per logopic 
5199,1, I like cheap But i‘m happy to splash out on the wine if it makes you feel better
5200,1, Shes fine I have had difficulties with her phone It works with mine Can you pls send her another friend request
5201,1, Ugh my leg hurts Musta overdid it on mon
5202,0, Call Germany for only pence per minute Call from a fixed line via access number  No prepayment Direct access wwwtelediscountcouk
5203,0, YOU VE WON Your  Costa Del Sol Holiday or £ await collection Call Now toClaim SAE TC s POBox Stockport SKxh Cost£pm Maxmins
5204,1, WOT STUDENT DISCOUNT CAN U GET ON BOOKS
5205,1, Me fineabsolutly fine
5206,1, How come she can get it Should b quite diff to guess rite
5207,0, Had your mobile mths  Update for FREE to Oranges latest colour camera mobiles  unlimited weekend calls Call Mobile Upd on freefone or StopTxt
5208,1, I will reach ur home in  minutes
5209,1, Babe Im answering you cant you see me  Maybe youd better reboot YM  I got the photo  Its great 
5210,1, Hiwhat you think about match
5211,1, I know you are thinkin malaria But relax children cant handle malaria She would have been worse and its gastroenteritis If she takes enough to replace her loss her temp will reduce And if you give her malaria meds now she will just vomit Its a self limiting illness she has which means in a few days it will completely stop
5212,1, Dai i downloaded but there is only exe file which i can only run that exe after installing
5213,1, It is only yesterday true true
5214,1, Kkhow is your business now
5215,1, pa but not selected
5216,0, Natalja F is inviting you to be her friend Reply YES or NO See her wwwSMSacunat STOP Send STOP FRND to 
5217,1, I keep ten rs in my shelf buy two egg
5218,1, I am late I will be there at
5219,1, Well thats nice Too bad i cant eat it
5220,1, I accidentally brought em home in the box
5221,1, Pls she needs to dat slowly or she will vomit more
5222,1, I have to take exam with in march 
5223,1, Jane babes not goin wrk feel ill after lst nite Foned in already cover me chuck
5224,1, nightsWe nt staying at port step liaoToo ex
5225,1, If I die I want u to have all my stuffs
5226,1, OH FUCK JUSWOKE UP IN A BED ON A BOATIN THE DOCKS SLEPT WID YEAR OLD SPINOUT GIV U DA GOSSIP LR XXX
5227,1, Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum Hurts U Smile becoz SOMEONE still Loves to see u Smiling
5228,1, Prabhaim sorydarealyfrm heart im sory
5229,1, I remet alex nichols from middle school and it turns out hes dealing
5230,0, PRIVATE Your Account Statement for fone no shows unredeemed S I M points Call Identifier Code Expires 
5231,1, It means u could not keep ur words
5232,1, Nope Im still in the market
5233,1, I realise you are a busy guy and im trying not to be a bother I have to get some exams outta the way and then try the cars Do have a gr day
5234,0, YOU ARE CHOSEN TO RECEIVE A £ AWARD Pls call claim number to collect your award which you are selected to receive as a valued mobile customer
5235,1, Hey what how about your project Started aha da
5236,1, Ok cool See ya then
5237,1, Am on the uworld site Am i buying the qbank only or am i buying it with the self assessment also
5238,1, Your opinion about me  Over  Jada  Kusruthi  Lovable  Silent  Spl character  Not matured  Stylish  Simple Pls reply
5239,0, Someonone you know is trying to contact you via our dating service To find out who it could be call from your mobile or landline BOXSKch 
5240,1, Yeah I can still give you a ride
5241,1, Jay wants to work out first hows sound
5242,1, Gud gudk chikku tke care sleep well gud nyt
5243,1, Its a part of checking IQ
5244,1, Hmm thinking lor
5245,1, Of course  Dont tease me  You know I simply must see  grins  Do keep me posted my prey  loving smile devouring kiss
5246,1, thanks for the temales it was wonderful Thank Have a great week
5247,1, Thank you princess I want to see your nice juicy booty
5248,1, Havent eaten all day Im sitting here staring at this juicy pizza and I cant eat it These meds are ruining my life
5249,1, Gud ni dearslp welltake careswt dreamsMuah
5250,1, U come n search tat vidnot finishd
5251,1, K Im leaving soon be there a little after 
5252,0, Urgent Please call from a landline £ cash or a  holiday await collection T Cs SAE PO Box MXY 
5253,1, Yeah work is fine started last week all the same stuff as before dull but easy and guys are fun
5254,1, You do your studies alone without anyones help If you cant no need to study
5255,1, Please tell me not all of my car keys are in your purse
5256,1, I didnt get anything da
5257,1, Ok Sweet dreams
5258,1, Well shes in for a big surprise
5259,1, As usualiam fine happy amp doing well
5260,1, in cbe in chennai
5261,1, Can help u swoop by picking u up from wherever ur other birds r meeting if u want
5262,1, If anyone calls for a treadmill say youll buy it Make sure its working I found an ad on Craigslist selling for   
5263,1, I absolutely LOVE South Park I only recently started watching the office
5264,1, Did you see that film
5265,1, Pls speak with me I wont ask anything other then you friendship
5266,1, Storming msg Wen u lift d phne u say HELLO Do u knw wt is d real meaning of HELLO    Its d name of a girl    Yes And u knw who is dat girl Margaret Hello She is d girlfrnd f Grahmbell who invnted telphone     MoralOne can get d name of a person bt not his girlfrnd G o o d n i g h t   
5267,1, Gud niswt drmstake care
5268,1, HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
5269,1, Anything lar then ü not going home dinner
5270,1, ER ENJOYIN INDIANS AT THE MOyeP SaLL gOoD HehE  hows bout u shexy Pete Xx
5271,0, If you dont your prize will go to another customer TC at wwwtcbiz  pmin Polo Ltd Suite London WJ HL Please call back if busy 
5272,1, Did u fix the teethif not do it asapok take care
5273,1, So u wan come for our dinner tonight a not
5274,1, HelloHow u doingWhat u been up When will u b moving out of the flat cos I will need to arrange to pick up the lamp etc Take care Hello caroline
5275,1, Its too latebut its kwish you the same
5276,1, Hi Hope ur day  good Back from walk table booked for half eight Let me know when ur coming over
5277,1, Oh yeah clearly its my fault
5278,1, Dunno leh cant remember mayb lor So wat time r we meeting tmr
5279,1, Best msg Its hard to be with a person when u know that one more step foward will make u fall in love amp One step back can ruin ur friendship good night 
5280,0, URGENT Your Mobile number has been awarded with a £ prize GUARANTEED Call from land line Claim  Valid hrs only ppm
5281,1, Helloooo Wake up Sweet morning welcomes You Enjoy This Day with full of joy GUD MRNG
5282,1, Vikky come around TIME 
5283,1, And how you will do that princess 
5284,1, I have gone into get info bt dont know what to do
5285,1, Yeah probably here for a while
5286,1, Sent me ur email id soon
5287,0, URGENT You have won a week FREE membership in our £ Prize Jackpot Txt the word CLAIM to No TC wwwdbuknet LCCLTD POBOX LDNWARW
5288,1, Im still pretty weak today  Bad day 
5289,1, Hey  Dont forget  You are MINE  For ME  My possession  MY property  MMM  childish smile 
5290,1, An excellent thought by a misundrstud frnd I knw u hate me bt the day wen ull knw the truth ull hate urself Gn
5291,1, Hey Congrats u id luv but ive had go home
5292,1, Dear where you Call me
5293,1, Xy trying smth now U eat already We havent
5294,0, Urgent Please call from landline £ cash or a luxury  Canary Islands Holiday await collection TCs SAE PO Box  MXY ppm 
5295,1, I donno its in your genes or something
5296,0, XMAS iscoming  ur awarded either £ CD gift vouchers  free entry r £ weekly draw txt MUSIC to TnC wwwLdewcomwinppmxagesubscription 
5297,1, Alex says hes not ok with you not being ok with it
5298,1, Are u coming to the funeral home
5299,1, My darling sister How are you doing Whens school resuming Is there a minimum wait period before you reapply Do take care
5300,1, Ill hand her my phone to chat wit u
5301,1, Well good morning mr  Hows london treatin ya treacle
5302,1, I cant make it tonight
5303,1, At WHAT TIME should i come tomorrow
5304,1, About  bucks The banks fees are fixed Better to call the bank and find out
